CarboVegetabilis,AcheFromAnyOverindulgence,,,,,,,,hairfallScalpItchWarmBed,WithnauseaAndTinniyis,,indulgenceHairScalpHeadFace,,,PimplesOnForeheadFace,,hairsoreFallScalpItchheadheavy,,,,,,,,,feelheavyConstrictHatpressLikeHeavyWeight,,hairfallSoreItchGetWarmInBed,,,,,,,,,,,,,Stellaria Media,,,,,pain small back over kidney and gluteal region exten down thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,Stellaria Media,,,,,pain small back over kidney and gluteal region exten down thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrum Metallicum,discharge  long pieces fro uterus,,,,"sensitive vagina, prolapse vagina","menses too early profuse last long or continuous,pale watery",,,,,menses remit a day or two then return,,,,,,,,,,,,tendency to abortion,,,,,,,,,,,,,,,,,,,,,,,,"women who weak,delicate,chlorotic yet have fiery red face",
CarbolicumAcidum,headacheBetterGreenTeaSmoking,,disinclinedMentalWork,,,,,,betterGreenTEAwhileSmoking,,,RtOrbitRtEye,,,,,tightFeelCompressRubberBandGelsMahonia,,,orbitalNeurolgiaOverRtEye,,,,DisinclinedMentalWork,,feelheavyWeightHatAsifCompressRubberBand,,,,,,,,,,,,,,,Sulphur,,sensation asif vertebrae glidedover each other,,,,,,stiffness nape,,,,,,,,,,,,,,,,drawing pain between shoulders,,,,,,,,Sulphur,,sensation asif vertebrae glidedover each other,,,,,,stiffness nape,,,,,,,,,,,,,,,,drawing pain between shoulders,,,,,,,,Ferrum phosphoricum,,,,,vaginismus vagina dry and hot,"menses every three weaks with bearing down sensation,pain on top head",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarboneumOxygenisatum,heavinessHead,,cerebrelCongestHallucinateVisionHearingTouch,,,stickPain,,,,,,,,,,,HallucinateInclinationToTurnInCircle,,,,,,,inclinationTurnCircleHallucinateVisionHearTouch,,,,,,,,,,,,,,,,,Tarentula Cubensis,,,,,itches across kidney region,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarentula Cubensis,,,,,itches across kidney region,,,,,,,,,,,,,,,,,,,,,,,,,,,Fluoricum Acidum,ulceration  uterus and OS,,,,,"menses profuse,copious frequent too long or continuous",leucorrhoea profuse excoriating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nymphomania,,,,,,,,,
CarboneumSulphuratum,HeadacheAndDizzy,,,,,,,,,HeadacheAndDizzy,,earLipMouthTongue,,,ulcerLips,earFeelObstructed,,,,,,,,,,AcheAsFromTightCap,,,,AnasthaesiaMouthTongue,,,,,,,,,,,Tellurium,,,,,,,,,pain from last cervicle to fifth dorsal vertera very sensitive worse touch,,,pain sacrum,,,,,,,,,,sciatica worse right side coughing straining night with sensitive vertabral column,,,,,,,,,contraction tendons in bends of knees,Tellurium,,,,,,,,,pain from last cervicle to fifth dorsal vertera very sensitive worse touch,,,pain sacrum,,,,,,,,,,sciatica worse right side coughing straining night with sensitive vertabral column,,,,,,,,,contraction tendons in bends of knees,FraxinusAmericana,uterus enlarged and patullous or spread widly from center,,,,,,watery unirritating leucorrhoea,,,fibroids with bearing down sensation,,cramping in feet worse afternoon and night,,,,,,,,,,,,,,,,,,,dysmenorrhoea,,,,,,,,,,,,,,,,,
CardusMarianus,dullHeavyStupidFoulTongue,,,,,,,,,withTendencyFallForward,,FallEyeTongueNose,,noebleed,,,,,,ContaractEyebrowsBurnPressure,,,,DullStupidheavyFoulTongue,,ContractFeelAboveEyeBrow,,,,,,,,,,,,,,,Terebinthina,,,,,burning pain region kidney drawing right kidney extending to hip,,,,,,,,,,,,,,,,,,,,,,,,,,,Terebinthina,,,,,burning pain region kidney drawing right kidney extending to hip,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelsemium,"rigid OS, sensation asif uterus squeezed",,,,Vaginusmus,"aphonia or unable to speak,sore throat during menses",,,,,,,,,,,"false labor pain,pains up back",,,,,,,,,,,,,,"dysmenorrhoea with scanty flow,menses retarted or limitation, slowness",,,,pain extend to back and hips,,,,,,,,,,,,,
Carlsbad,,,,,,AchesSwollenTempVeinSangunaria,,,betterMotionOpenAir,,,TempVeins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theridion,,avoids pressure on spine stinging paine stnsitive between vertebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theridion,,avoids pressure on spine stinging paine stnsitive between vertebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gernium Maculatum,,,,sore nipples,,menses too profuse,,,,,,,,,,, post partum bleeding or child birth follow bleeding or haemorrhages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Causticum,,,feelEmptySpaceBetweenFHandBrain,painRtFrontalEminence,,,,,,,,,,,,,,,,,,,,,,FeelEmptySpaceBetweenFHandBrain,,,,,,,,,,,,,,,thymol,,,,,,,,,,,tired aching through out lumbar region,,,,,,worse mental and physical labor,,,,,,,,,,,,,,,thymol,,,,,,,,,,,tired aching through out lumbar region,,,,,,worse mental and physical labor,,,,,,,,,,,,,,,Glonoine,,,,,,menses delayed or sudden ceasation or stops with congest in head,,,,,,,,,,,,,,,,,,,,climacteric flushings or hot flush,,,,,,,,,,,,,,,,,,,,,,
CedronSimarubaFerroginea,wholeBodyNumb,,,painAcrossFHworseWorkOnBlack,,painTempToTempAcrossEye,,,,,,FHeyeTempWholebodynumb,,,painwholeRtSideComeAt9am,RoaringEarsLikeCinchona,whole bodySeemsNumbWithHeadache,,,,,,,,,wholeBodyNumbWithHeadache,,,,,,,,,,,,,,,Trifolium Pratense,,,,,,,,neck stiff cramp in sterno cleido muscles ,,,,,,,,,,relived better by heat and irritation,,,,,,,,,,,,,,Trifolium Pratense,,,,,,,,neck stiff cramp in sterno cleido muscles ,,,,,,,,,,relived better by heat and irritation,,,,,,,,,,,,,,Glycerinum,profuse long lasting or continuous with bearing down heaviness in uterus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general sense of exhaustion,,,,,,,
CenchrisContortrix,,,,LtFrontEminenceLtSideTeeth,,,,,,,,,,,,,,PainLtFrontEminenceLtSideTeeth,,AchingItcheyeSwellAroundEyes,,,,ForgetAbscentAlternateMood,,,,,,,,,,,,,,,,,Tuberculinum,chilliness between shoulders or up back,,,,,,,tension nape neck and down spine,,,,,,,,,,,,,,,,,,,,,,,,Tuberculinum,chilliness between shoulders or up back,,,,,,,tension nape neck and down spine,,,,,,,,,,,,,,,,,,,,,,,,Gnaphalinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dysmenorrhoea with scanty and painful menses,,,,weight and fullfullness in pelvis,,,,,,,,,,,,,
CereusBonplandii,,painThroGlobeofEyeAndOrbitONOScedron,painAcrossBrainFromLtToRt,,,painAlongRtMalarBoneRunToTemple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viburnum Opulus,feel asif back would break ,,,,,,,stii sore nape neck,,,,sacrum backache,,,,,,,,,,,,,,,,,,,,Viburnum Opulus,feel asif back would break ,,,,,,,stii sore nape neck,,,,sacrum backache,,,,,,,,,,,,,,,,,,,,Gossipium,uterus sub involution and fibriods with gastric pain debility,intermittent pain in ovaries,,tumors breast with swelling auxilary glands,labia sweeing and iching,menses watery,,,,,,,,,,,,suppressed menses,,,,,,,,,,,,,,,,,backache weight dragging in pelvis,,morning sickness with sensitive uterus area or region,,,,,,,,,,,
Chamomilla,oneHalfBrainThrobbing,,ThrobbOnehalfBrain,hotCalmySweatAndScalp,,,,,,,,onehalfbrainScalpFH,InclinedBendHeadBackward,,,,,,,,,,,,,,,hotCalmySweatFHandScalp,,,,,,,,,,,,,Viscum Album,,,,,,,,,,,,periodic pain from sacrum into pelvis worse in bed with pain thighs upper extermities,,,,,,,,,,,,,,,,,,,,Viscum Album,,,,,,,,,,,,periodic pain from sacrum into pelvis worse in bed with pain thighs upper extermities,,,,,,,,,,,,,,,,,,,,Graphites,,,,breast mammae swelling hard induration  ovaries and uterus and mammae,,"menses too late with costipation,pale,scanty,pain epigastrium",leucorrhoea pale thin profuse white excoriating with great weak in back,,,,"hoarseness, coryza,cough,sweat, morning sickness, during menstruation",,,,nipples sore cracked blistered,,,,,,,,,,,,,,,,,,,,,,,,decided aversion to coitus,,,,,,,,,
ChelidoniumMajus,RtSideNumb,IcycoldOccFromNapNeckHeavyLead,heavyalethorgicDrowsyMarkedWithNumbness,,,,,,,withHepaticDisturbFallFarwardInclination,,,,,neurolgiaRtCheekRtEyeRtEar,RtSideheadachedownBehindEarShoulderBlade,excesiveLacrymationprecededByPinInLiver,,,neurolgeRtEarCheekBoneWithExcesiveLacrymation,,,,,,,,,,,,,,,,,,,,,Wyethia,pain in back extend to end of spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyethia,pain in back extend to end of spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratiola,,,,,,menses too profuse premature or untimely and too long,leucorroea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nymphomania,,,,,,,,,
ChenopoiGlauciAphis,,,seemsSwashedHitherAndThither,,,,,,acheWorseMotion,,,brainNostrilsEarFaceRtOrbitTeeth,,CoryzaBurnBiteInNostril,yellow,noiseEarAsofCannon,,acheRelivedWarmSweatExtendEatTempleCheekBonne,,RtOrbitNeurolgiaWithLacrymationProfuse,,,,SadAcheWorseMotion,,,,,,,,,,,,,,,,,Xanthoxylum,,paralysis left side following spinal disorders,,,,,,pain nape extending down back,,,,,,,,,,,,,,,,,,,,,,,,Xanthoxylum,,paralysis left side following spinal disorders,,,,,,pain nape extending down back,,,,,,,,,,,,,,,,,,,,,,,,Guaco,,,,,,,leucorrhoea copious profuse corroding excoriating putrid  debilitate,,,,,,,,,,,,,itching and smarting or discomfort at night,,,,,,,,,,,,,,,,,,,,,asif fire were running out of parts,,,,,,,
ChimaphiliaUmbellata,,,,painLtFrontalProtuberence,,,,,,,,Fheye,,,,,HaloAboutLight,,,LidItchStabPainLtEyeLacrymation,,,,,,,,,,,,,,,,,,,,,Xerophyllum,backache extending down legs,heat deep in spine,,,pain over kidneys,,,,,,,feel hot from sacrum to scapulae,,,,,,,,,,,,,,,,,,,,Xerophyllum,backache extending down legs,heat deep in spine,,,pain over kidneys,,,,,,,feel hot from sacrum to scapulae,,,,,,,,,,,,,,,,,,,,Guaiacum,,"ovaritis in rhematic patients,irregular menses and dysmenorrhoea",,,,,,,,,ovaritis and irritable bladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChininumArsenicosum,dullHaevyFrontOccipital,DullHEeavyAndFrontal,TiredFeelFullThrobbAnxietyIrritable,DullHeavyFrontalAndOccipital,,,,,,WorseLookUp,,Fhoccipit,,,,,,,,,,,,,,DartingPainRunUpIntoHead,,,,,,,,,,,,,,,Zincum Metallicum,pain small back can not bear back touched,spinal irritation,,,,,,nape neck weary from writing or any exertion,dull aching last dorsal or first lumbar vertebra worse sitting,,,,,,,,,,burning along spine,tearing in shoulder blades,,,,tension stinging between shouldes,,,,,,,,Zincum Metallicum,pain small back can not bear back touched,spinal irritation,,,,,,nape neck weary from writing or any exertion,dull aching last dorsal or first lumbar vertebra worse sitting,,,,,,,,,,burning along spine,tearing in shoulder blades,,,,tension stinging between shouldes,,,,,,,,Haematoxylon,,,,,,weak feel with bearing down sensation at menses,pain hypogastrium below umbilical area region slimy whitish leucorrhoea,,,,pain hypogastrium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChininumSulhuricum,FHandTempIWorseLtSide,,,FrontalTempleIncreaseNoon,,FrontalTempleIncreaseNoon,,,worseNoon,vertigoPulsation,,FHoccipitEye,,,,,inabiltyStandAmaurosisMalarialOriginFallInStreet,,,,,,,,,,,,,,,,,,,,,,,,Zincum Valerianum,,severe pain in neck and spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zincum Valerianum,,severe pain in neck and spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HamamelisVerginica,uterine haemorrhage bearing down pain in back,ovarian congestion neurolgia sore,,sore nipple after confinement,"vagina very tender,vaginusmus",vicarious menses,profuse leucorrhoea,,,,intermenstrual pain,,,"milk leg, phelgmasia alba, deep vein thrombosis",,,,,,vulva itches,,,,,,,,,,menses dark profuse with soreness abdomen,,,metrorrhagia occur midway between menstrual periods,,,,,,,,,,,,,,metrorrhagia passive flow,"haemorrhoids,vaginimus,ovaritis,soreness,over whole abdomen"
Chionanthus,,,,DullFrontalacheRootnoseOverEyeThroTemp,,throTempFrontalAche,,,worseSoopMotionJar,,,,,painOverRootNoseFrontaHeadacheThroTemple,,,,,,yellowConjunvtivaPainOverEye,,,,,,,,,,,,,,,,,,,,,Zingiber,back lame  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zingiber,back lame  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedeoma,,"ovaries congested,painfull,bearing down spsmodic contractions",,,,,leucorrhoea with itvh and burn,,,,,,bearing down pains with much backache worse least movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloralum,MorningHeadache,worseFHalsoOCConMotion,,worseForeHeadAlsoInOccMotion,,feelHotBandDrawnTempleToTemple,,,betterOpenAir,,,,,,,hearsVoices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helonias,"weight soreness of uterus or womb, ",,,breast swelleng  nipples painfull tender,,"menses too frequent,too profuse",leucorrhoea  ,,,,parts hot red swelling burn terribly itching,,,,,albuminaria during pregnency,,,conscious womb or uterus,pruritis itching vulva,,debility attending menopause,backache after miscarriage,,,,,,,,,,,,dragging in sacral area region with prolapse esp after abortion or miscarriage,,,,,,,,,,,,,
Chloroformum,,,deleriumExciteViolencePredominate,,,,,,,,,,,,convulsiveMomentFaceMuscleExtermities,,headDrawDownuponShoulder,,,opendClosedRapidlyPupilContracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HeparSulphurisCalcareum,discharge blood form uterus,,,,abscess labia  with great sensitiveness,menses late scanty,"extreemly offensive bad smell leucorrhoea, smell like old cheese",,,,,,,,,,,,,itching pudenda and nipples worse during menses,,,,,,profuse sweat or perspiration at climacteric,,,,,,,,,,,,,,,,,,,,,,
CicutaVirosa,,,cerebroSpinalMeningitis,,,,,,headSympReliveFlatusEmission,withGastrolgiaMuscularSpasm,,CerebroSpineGastricMuscleBrainFlatus,turnedTwistedOneSide,,,,suddenViolentShockThroughHead,,,StaresPersistantlyAtObject,,,,convulsionFromConcussionBrain,,violentShockThroughHead,,ThickYellowScabOnHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hippuric Acid,,,,,,menses flow three weaks with compleate relief muscle and joint pains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CimexAcanthia,headacheByDrinking,,,painUnderRtFrontalBone,,,,,,,,,,,,,wouldLikeToTearEverythingToPieces,,,,,,,greatRageVehementBeginningChillyStage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrastis,,,errosion excoriation cervix,tumor of breast nipple retracted,,,leucorrhoea worse after menses acrid corroding shreddy tenacious,,,,,,,,,,,,,pruritis vulva with profuse leucorrhoea,,,,,,,,,,,,,,,,,,,sexual excitement,,,,,,menorrhagia,,,
CimicifugaRacemosa,shootThrobAfterWorry,,AfterWorryShootThrobHeadacheUtReflex,,,,,,,,,mindEarUt,,,,TinnitusSensitiveLeastNoise,wavySensationOrOpeningShuttingSenseBrain,,,,,,,brainFeelTooLargePainOverStudyUtReflex,,pressingOutwardPain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrocotyle,granular ulcer of uterus or womb,dull pain in ovary area region,cervix or cervical redness,,heat within vagina,,profuse leucorrhoea,,,,,,,,inflamation neck of bladder,,,,,pruritis or itching vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cina,AlternateWithPainAbdomen,,,,,,,,PainbetterStoopingHeadAbdomen,,,AbdomenEye,,,,,,,,painHeadByUsingEYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hdrophobinum,uterus sensitive,,,,vagina sensitive render coition painfull,,,,,,,,,,uterus displacement,,,,"conscious uterus or womb,feel prolapsed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinchona,IntenceThroobHeadAndCarotid,,SensAsifBrainBalanceToAndFroStrikeAganistSkullGreatPain,,,AchesOpenAirFromTempleToTemple,,SpasmodicAcheInVertexAsifBruisedInSidesHead,RelivedFromPressureWarmRoom,DizzyWhenWalk,,,,,FlushedAfterHaemorrhageSexualExcessLossVitalFluid,,WorseContactCurrentAirStepping,,,,,,,,,,,sensitveWorseCombAirStepping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyoscyamus,,,,,,before menses hyserical spasms,,,,,during menses convulsive movements,,,,urinary flux and sweat,,,,puerperal mania,,,,,spasm of pregnant women,,,,,,,,,,,,,,lochia suppressed,,,,,,,,,,
CinnabarisMercuriouSulphuratus,CongestionHead,,,,,,,,,,,,,,PurpleRed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ichthyyolum,,,,,,nausea at times of menses,,,,,,,,,,,,,,,,,,,,,,,,fullness lower abdomen,,,,,,,,,,,,,,,,,,
ClematisErecta,,EruptionOccAtBaseHairMoisPustularSensitiveItch,ConfusedFeelBetterOpenAir,,,BoringPainInTempls,,,,,,,,,,,,,,,,,,,,,,EruptionOcciputBaseAirPustulesSensitiveItch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignatia,,,,,,menses dark black too early profuse or scanty,,,,,during menses great laguor or tiredness with spasmodic pain in stomach abdomen,,,,,,,suppression from grief,,,,,,,,,,,,,,,,,,,,,feminine frigidity,,,,,,,,,
Cobaltum,AcheBendFarward,,,,,,,,WorseBendFarward,,,,,,,,,,,,,,,,,,,ItchHairyAndBeard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inula,,,,,,menses too early and painful,,,,,chattering of teeth from cold during menses,,dragging genitals with violent backache,,stitches in genitals,,"labor like pains , urging to stool",,,itching of legs during menses,,,,,,,,,,moving about in abdomen,,,chr metritis,,,,,,,,,,,,,,,
Coca,preceedByFlashLightAndHighAltitude,shockComeFromOcciputWithVertigo,,likeBandAcrossForehead,,,,,,HeadacheWithVertigoPreceededFlashOfLight,,,,,,noise,FainFitClimbMountain,,,diplopia,,,,,,,,,,fissured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iodum,uterus bleeding haemorrhage,"wedge like pain from ovary to uterus, ovaritis ",,dwindling breast mammary glands,,menses irregular  ,"leucorrhoea acrid thick slimy, corroding linen",,,,"great weakness during menses, wedge like pain right ovary area region",,,,nodosities in skin of mammae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocaina,RoaringAndNoisesInHead,,,,,,,,,,,EarEyeSensation,,,,hearingGreatlyIncreased,,,,pupilDilated,,,,,,throbbAndBurstEensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ipecacuanha,uterus bleeding haemorrhagen profuse bright blood gushing with nausea,,,,,menses too early too profuse,,,,,,,,,,vomit during pregnency,,,,,,,,,,,,,,pain from umbilical navel to uterus,,,,,,,,,,,,,,,,,,
CoccienellaSeptempunctata,periodicalAttackFrontalNeurolgia,AcheTempToOcciput,,PainFHoverRtEyeSensTouchSuperiorMolar,,AcheTempleToOcciput,,,betterSleep,,,FhOccTempTeethEyeMolarface,,,RushBloodToFace,,,throbbColdSensationTeethMouth,,CannotOpenEyesDuringParaoxysm,,,,,,painWorseFromBrightObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonosia Asoca,,pain in ovaries before flow,,,,delaed irregular menses,leucorrhoea irritable bladder,,,,"menstrual colic,aenorrhoea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,menorrhagia,,,
Cocculus,CarriageRidingCannotLyeBackHead,AndNapeAndWorseLyeOnBack,,,,,,,worseLyeOnBack,,,ridinSittinggocciNapePupil,,,,,openAndShutSensInOccTrembeHead,,,painEyeAsifTornOutOfHeadPupilContract,,,,,,trembleHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JuglansRegia,,,,,,meses early black dark pitch like coagula,,,,,,,,,,,,,,,,,,,,,,,,abdomen distended,,,,,,,,,,,,,,,,,,
CoccusCacti,WorseLyeOnBackBetterHeadHeigh,SubOcciputSoreWorseAfterSleepExertion,,,,,,,,,,BackheadEyeSubocciutSleepMrning,,,,,SensFBbetweenUpperLidAndEyeball,,,DullPainRtEyeMorningDistressCindersLdgeInEye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kali Bichromicum,prolapse uterus worse hot weather,,,,,,yellow tenacious leucorrhoea,,,,,,,,,,,,,pruritis itching with burning great excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CochleariaArmoracia,,,anxietyDrivenToDespairPain,pressingPainAsifFrontalBoneWouldFallOut,,,,,,,violentVomitWithHeadache,FrontalBoneVomitHearing,,,,impairedHearing,,,,,,,,thinkDifficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kali Bromatum,,ovarian neurolgia with great nervous uneasiness,,,,,,,,,,,,,cystic tumors of ovaries,,,,,,,,,,,,,,,,,,,,,,,,exaggerated sexual desire,,,,,,,,,
Codeinum,,painOcciputToBackNeck,,,,,,,,,,,,,SkinFaceScalpSoreAfterNeurolgia,,,,,,,,,,,,,ScalpFaceskinSoreAfterNeurolgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kali Carbonicum,uterus haemorrhage bleeding constant oozing ,,,,pain left labiumextend through abdomen to chest,menses early profuse too late scanty with soreness genitals,,,,,pains from back pass down to gluteal muscle with cutting abdomen,,,,,,complaints after parturition,"delayed menses in young girls with chest symptoms,ascities,difficult first menses",,,,,,,,,"uterus after copious flow with violent backache,relived by sitting and pressure",,,,,,,,,,,,,,,,,,,,,
CoffeaCruda,TightPainWorseNoiseSmellNarcotic,,AsifBrainTornToPiecesAndAsifNailDrivenHead,,,,,,WorseOpenAir,,,,,,,SensitiveHearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaliHydriodicum,during menses uterus feels asif squeezed,,,,,menses late profuse,corrosive leucorrhoea with subacute inflamation uterus womb in young married ,,,"fibroid tumor,metritis,subinvolution,hypertrophy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colchicum,ChieflyFrontalTemporalOcciput,occiputAndNapeNeckWorseAfternonEvening,,ChieflyFrontalAndTemporal,,ChieflyFrontalAndTemporal,,,WorseAfternoonEvening,,,FrontaTempOccipNapeneck,,,,,ChieflyHeadacheFrontTempOCCIworseAfternoonEvening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaliMuriaticum,,,,bunches in breast feel soft tender,,menses too late or suppressed too early too profuse,leucorrhoea milky white mucus thick non irritating bland,,dark black blood like tar,,,,,,,,,,,,,,,,,,,,,,,,,,,,morning sickness with vomiting white  phlegm mucus,,,,,,,,,,,
CollinsoniaCanadensis,ChronicCatarrahDullFrontal,,,DullFrontalHeadacheSuppressedHaemorrhoid,,,,,,,,haemorrhoidCatarrahTongue,,ChronicCatarrahDullHeadacheFrontal,,,,,,,,,,,,,,,,yellowCoatedBitterColocynthBryonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaliNitricum,,burning pain ovarian region area only during menses,,,,menses too early profuse black dark preceded violent backache,"leucorrhoea,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colocynthis,LateralCuttingHeadacheWith,,,frontalWorseStoopLyeBackAndMoveEyeLid,,,,,,VertigoTurnHeadLeft,WithNauseaVomitigWithLateralHeadache,LatheadVomitFrontScalpVertigo,,,,,painBetterPressureHeatBurnDiggRendingTear,,,,,,,,,,,withSorenessScalp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaliPhosphoricum,,,,,,mensesmeses too lat too scanty pale,,,"too profuse, deep red,dark back red, thin not coagulate or not clotted",,"mestruation irritable sensitive lacrymose or tearfull, weep",,,,,,feeble inefectual labor pains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conium,StupifyWithNauseaAndVomitMucus,DullPainOnRisingMorning,,,,TightBothTempleCompressedWorseAfterMeal,,ScorchedFeelnTop,,lyingTurnSidesInBedShkehead,,templeTurnEyeHeadBodyOcci,,,,,vertigoLyingTurnShakeheadNoiseConverseOthersEspTowardLeft,,,,,,,,,WithfeelAsFrigenbodyUnderSkull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KaliSulphuricum,,,,,,menses too late scaanty with feel weight in abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,metrorrhagia,,,,,,,,,,,,,,,
ConvallariaMajalis,DullWorseAscendHawking,,dullIntelectGrivesHystericalManifest,,,,,,,,,HeadScalpMind,,,,,,,,,,,,,,,,SensitiveIrritable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KalmiaLatifolia,,,,,,menses too early or suppressed,leucorrhoea follows menses,,,,with pain inlimbs back inside thighs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
